NumTrials=630, DotSize = 2, Nx = 192, StimulusDuration = 5.000000e-01 
Disparity, MouseButton, ReactionTime, AlternationRate
-1,3,1.0801,0.0002
-1,1,0.5792,7.5
-1,1,1.3599,30
5,1,0.59367,120
-5,3,0.79128,30
-3,3,1.6385,0.0001
-5,1,1.0788,0.0001
-1,3,0.94552,15
3,3,2.9732,0.0001
5,1,1.3845,30
1,3,0.8232,30
-3,1,1.6534,30
1,1,1.9262,15
-1,1,0.51372,0.0002
3,1,0.33174,0.0002
1,3,1.5046,120
-1,1,0.69243,60
-5,3,1.4354,7.5
-3,1,0.45998,30
1,1,1.0833,7.5
5,1,2.1215,30
-5,3,2.5955,0.0002
-3,3,1.5255,15
-5,1,0.72446,60
-1,1,2.2556,60
-1,1,1.4717,7.5
1,1,2.2754,30
5,3,5.4845,7.5
-3,1,2.3422,0.0002
-5,1,4.9812,7.5
-5,1,3.7615,30
-1,3,2.0923,120
-5,1,3.1192,120
-5,3,2.2963,120
1,1,0.48879,15
1,1,0.97399,7.5
-1,1,0.78455,30
5,1,0.94559,7.5
-3,1,1.2916,60
-1,1,1.1947,0.0001
-1,1,1.3637,15
5,1,0.98616,30
-3,1,1.3892,0.0001
1,3,0.879,120
-3,1,2.6014,15
-5,3,1.2152,120
-5,1,0.76422,7.5
3,1,0.82948,60
-5,1,0.77598,0.0001
5,1,1.0401,0.0001
-1,3,1.0221,15
5,1,2.2932,120
-3,1,1.6604,30
1,1,2.0081,15
-5,1,3.3261,0.0002
-3,3,1.4586,60
5,1,2.12,15
-5,3,0.59142,60
-1,3,1.4172,0.0002
1,3,4.3485,0.0001
5,1,1.9816,0.0001
-5,1,1.3029,120
-3,3,2.0728,120
1,3,2.7923,60
-5,1,2.832,15
1,3,1.205,0.0002
-1,3,1.2659,7.5
1,1,0.88512,120
-5,1,0.88263,30
3,3,1.4029,120
5,3,0.86574,120
-3,1,0.40284,0.0002
-5,1,2.8347,15
-5,1,3.0567,0.0002
1,1,1.1114,15
5,1,1.2654,0.0002
-5,3,1.9985,0.0001
-5,1,0.76795,0.0001
3,3,0.85366,0.0001
-3,1,0.64245,30
3,1,0.67468,15
-3,1,0.4171,30
-5,1,2.2881,120
-3,3,1.7844,120
5,1,0.78001,120
3,1,0.82223,120
3,3,1.5472,0.0002
1,3,4.6225,30
-5,1,0.70271,0.0001
5,3,3.5807,7.5
1,1,2.1461,60
-3,1,0.95908,60
3,1,0.83184,30
-1,1,1.0573,0.0001
-5,1,0.5487,15
-1,1,1.1092,120
-1,1,2.0246,15
-1,1,1.8546,0.0002
-5,3,3.582,120
3,1,1.7877,60
1,1,2.6564,0.0002
-3,1,0.67376,30
3,1,1.8042,60
5,1,1.3926,0.0002
1,1,1.1507,7.5
1,1,2.7745,7.5
3,1,1.1527,15
-3,1,0.8422,0.0001
1,3,1.0522,7.5
1,3,1.9169,7.5
3,1,0.75827,30
5,1,0.74835,30
-5,1,0.72398,60
-1,1,1.4824,15
3,1,1.8166,120
-5,1,1.5082,30
-3,1,1.6989,7.5
-1,1,0.60187,60
5,3,1.6473,30
-3,3,2.1934,60
5,1,0.7263,15
5,1,0.59166,120
5,1,0.51574,15
-3,1,0.59541,60
-1,1,1.7522,7.5
-3,1,0.53232,0.0002
3,3,0.69078,60
5,3,0.8394,0.0001
-1,3,0.9905,30
3,1,0.87625,60
3,1,0.90734,0.0002
-1,1,2.9189,0.0002
3,1,3.4999,0.0002
3,3,1.7332,0.0001
-1,1,1.182,0.0001
-3,3,3.57,120
1,1,1.5395,15
3,3,1.917,7.5
1,1,2.099,0.0001
3,3,1.0243,120
5,1,0.45161,120
5,1,0.95403,120
3,1,0.42969,15
-5,3,0.77523,120
5,1,0.61872,60
5,1,0.37475,15
-3,1,1.3786,120
-3,1,0.5882,120
5,3,3.186,0.0002
-1,1,1.0749,30
5,1,0.98104,30
5,1,2.4355,60
5,1,1.1887,15
5,3,3.823,60
5,3,1.9403,15
5,1,0.47536,15
5,3,1.0163,0.0001
-3,1,1.1952,60
-1,1,0.91284,120
1,1,0.70755,7.5
5,1,1.172,0.0002
-3,1,2.0785,60
-1,3,1.2372,0.0002
1,1,0.61227,0.0002
-5,1,0.74736,120
5,3,0.29778,30
-1,1,0.41648,7.5
-5,1,1.0409,0.0001
3,1,0.90064,0.0002
3,1,1.0818,60
-1,3,1.4573,0.0001
-3,1,0.66245,0.0002
5,1,1.2164,7.5
1,1,0.54021,0.0002
3,1,0.57849,0.0002
-3,1,0.9286,0.0001
1,3,1.0106,120
5,1,2.1903,0.0001
1,3,0.8387,0.0002
3,1,0.60164,30
-1,1,0.46886,7.5
-1,1,0.55545,15
-1,1,1.0694,30
-3,1,0.81133,15
1,1,0.61245,60
-3,1,0.47116,0.0002
5,1,0.92078,7.5
1,1,0.68792,60
1,1,0.7164,0.0001
5,1,0.71127,120
-5,1,0.7264,7.5
1,1,0.66253,60
-1,1,0.52811,15
-1,1,0.52639,30
-3,1,0.5389,120
3,1,1.4611,15
-3,1,1.1559,15
-3,1,5.1557,30
-5,1,0.72275,0.0001
5,3,1.709,0.0002
1,1,0.39267,120
-1,1,0.40797,60
5,1,0.35706,30
1,1,0.67771,0.0002
5,1,0.2437,30
5,1,0.44921,7.5
1,1,0.44603,0.0002
-3,1,0.98501,0.0001
1,1,1.1904,60
